"City","State","year","month","temp","precip"
"San Diego","CA",1981,11,16.8540000915527,36.9189987182617
"Flagstaff","AZ",1981,11,4.29100036621094,55.4720001220703
"Ajo","AZ",1981,11,18.4200000762939,30.443000793457
"Portland","OR",1981,11,9.23300075531006,144.386001586914
"Raleigh","NC",1981,12,4.06700038909912,109.052001953125
"Highlands","NC",1981,12,-0.244000017642975,197.975997924805
"Manteo","NC",1981,12,6.24500036239624,151.906997680664
"Topeka","KS",1981,12,-0.674000024795532,18.2849998474121
"Ann Arbor","MI",1981,12,-2.37100005149841,54.0519981384277
"New York","NY",1981,12,1.53000009059906,119.61499786377
"San Diego","CA",1981,12,14.6200008392334,15.8170003890991
"Flagstaff","AZ",1981,12,1.31900000572205,4.7189998626709
"Ajo","AZ",1981,12,13.8350009918213,0
"Portland","OR",1981,12,6.12100028991699,269.472991943359
"Raleigh","NC",1991,1,5.7310004234314,122.570999145508
"Highlands","NC",1991,1,1.28400003910065,203.65299987793
"Manteo","NC",1991,1,8.48900032043457,190.287002563477
"Topeka","KS",1991,1,-4.26999998092651,17.4769992828369
"Ann Arbor","MI",1991,1,-4.32100009918213,44.0180015563965
"New York","NY",1991,1,0.348000019788742,99.7210006713867
"San Diego","CA",1991,1,13.6620006561279,24.1189994812012
"Flagstaff","AZ",1991,1,-2.59800004959106,39.6529998779297
"Ajo","AZ",1991,1,12.0390005111694,17.1700000762939
"Portland","OR",1991,1,4.73900032043457,84.1259994506836
"Raleigh","NC",1991,2,8.29600048065186,15.6680002212524
"Highlands","NC",1991,2,2.39900016784668,124.894996643066
"Manteo","NC",1991,2,9.21000003814697,14.2790002822876
"Topeka","KS",1991,2,4.82300043106079,0.529999971389771
"Ann Arbor","MI",1991,2,-0.715000033378601,40.931999206543
"New York","NY",1991,2,3.52600026130676,41.5009994506836
"San Diego","CA",1991,2,15.1440010070801,24.5270004272461
"Flagstaff","AZ",1991,2,1.44400012493134,20.4039993286133
"Ajo","AZ",1991,2,17.1610012054443,3.24799990653992
"Portland","OR",1991,2,10.0060005187988,128.481994628906
"Raleigh","NC",1991,3,12.2440004348755,128.507995605469
"Highlands","NC",1991,3,6.87900018692017,306.825988769531
"Manteo","NC",1991,3,12.4950008392334,154.11799621582
"Topeka","KS",1991,3,8.93000030517578,66.6650009155273
"Ann Arbor","MI",1991,3,4.41600036621094,54.5110015869141
"New York","NY",1991,3,6.60100030899048,123.764999389648
"San Diego","CA",1991,3,12.6390008926392,205.182006835938
"Flagstaff","AZ",1991,3,-1.37100005149841,246.285995483398
"Ajo","AZ",1991,3,14.5490007400513,51.6220016479492
"Portland","OR",1991,3,7.72800016403198,115.177001953125
"Raleigh","NC",1991,4,16.7230014801025,42.8269996643066
"Highlands","NC",1991,4,11.3520002365112,257.820007324219
"Manteo","NC",1991,4,16.3580017089844,29.2940006256104
"Topeka","KS",1991,4,14.1850004196167,115.625
"Ann Arbor","MI",1991,4,10.2530002593994,75.9309997558594
"New York","NY",1991,4,12.5120010375977,95.0970001220703
"San Diego","CA",1991,4,15.2280006408691,3.36199998855591
"Flagstaff","AZ",1991,4,3.93300008773804,0
"Ajo","AZ",1991,4,19.5210018157959,0
"Portland","OR",1991,4,10.5090007781982,106.670997619629
"Raleigh","NC",1991,5,22.355001449585,90.9509963989258
"Highlands","NC",1991,5,16.0799999237061,279.580993652344
"Manteo","NC",1991,5,22.0850009918213,0.541999995708466
"Topeka","KS",1991,5,20.5440006256104,160.375
"Ann Arbor","MI",1991,5,18.4520015716553,88.7239990234375
"New York","NY",1991,5,19.8040008544922,85.4820022583008
"San Diego","CA",1991,5,15.6600008010864,0
"Flagstaff","AZ",1991,5,8.13899993896484,0.513999998569489
"Ajo","AZ",1991,5,23.5710010528564,0
"Portland","OR",1991,5,12.5200004577637,104.574996948242
"Raleigh","NC",1991,6,24.4330005645752,113.636001586914
"Highlands","NC",1991,6,17.8610000610352,195.444000244141
"Manteo","NC",1991,6,24.1370010375977,110.033996582031
"Topeka","KS",1991,6,25.0280017852783,70.9000015258789
"Ann Arbor","MI",1991,6,21.9150009155273,48.2239990234375
"New York","NY",1991,6,23.0410003662109,69.4089965820312
"San Diego","CA",1991,6,16.9190006256104,0
"Flagstaff","AZ",1991,6,12.8200006484985,18.7660007476807
"Ajo","AZ",1991,6,28.4440021514893,0
"Portland","OR",1991,6,15.3010005950928,61.3009986877441
"Raleigh","NC",1991,7,27.2540016174316,181.897994995117
"Highlands","NC",1991,7,20.6340007781982,210.697998046875
"Manteo","NC",1991,7,27.6580009460449,179.807006835938
"Topeka","KS",1991,7,26.9400005340576,28.375
"Ann Arbor","MI",1991,7,23.0300006866455,62.0750007629395
"New York","NY",1991,7,25.068000793457,107.012001037598
"San Diego","CA",1991,7,19.3170013427734,0.0199999995529652
"Flagstaff","AZ",1991,7,17.7490005493164,48.992000579834
"Ajo","AZ",1991,7,31.564001083374,2.44700002670288
"Portland","OR",1991,7,20.6320018768311,3.3199999332428
"Raleigh","NC",1991,8,25.1290016174316,123.392997741699
"Highlands","NC",1991,8,18.5530014038086,235.725997924805
"Manteo","NC",1991,8,25.935001373291,165.608001708984
"Topeka","KS",1991,8,25.4280014038086,50.5769996643066
"Ann Arbor","MI",1991,8,22.234001159668,145.641006469727
"New York","NY",1991,8,24.7840003967285,176.759002685547
"San Diego","CA",1991,8,20.4090003967285,9.33500003814697
"Flagstaff","AZ",1991,8,17.1590003967285,57.3959999084473
"Ajo","AZ",1991,8,31.7670021057129,12.6929998397827
"Portland","OR",1991,8,20.8660011291504,20.5030002593994
"Raleigh","NC",1991,9,21.9650001525879,56.7529983520508
"Highlands","NC",1991,9,16.242000579834,126.503997802734
"Manteo","NC",1991,9,23.1400012969971,44.4980010986328
"Topeka","KS",1991,9,20.7620010375977,58.0169982910156
"Ann Arbor","MI",1991,9,16.2910003662109,30.9069995880127
"New York","NY",1991,9,19.7240009307861,124.535003662109
"San Diego","CA",1991,9,20.5750007629395,4.59200000762939
"Flagstaff","AZ",1991,9,13.7360010147095,42.0690002441406
"Ajo","AZ",1991,9,28.8120021820068,45.3819999694824
"Portland","OR",1991,9,19.742000579834,6.33300018310547
"Raleigh","NC",1991,10,15.9550008773804,37.6230010986328
"Highlands","NC",1991,10,10.7140007019043,21.6650009155273
"Manteo","NC",1991,10,17.7569999694824,135.817001342773
"Topeka","KS",1991,10,15.0330009460449,48.9850006103516
"Ann Arbor","MI",1991,10,12.5030002593994,93.7099990844727
"New York","NY",1991,10,14.1160011291504,65.6969985961914
"San Diego","CA",1991,10,21.2960014343262,17.6730003356934
"Flagstaff","AZ",1991,10,9.36600017547607,36.8170013427734
"Ajo","AZ",1991,10,25.8520011901855,15.4519996643066
"Portland","OR",1991,10,13.9270009994507,56.5789985656738
"Raleigh","NC",1991,11,9.32300090789795,25.7959995269775
"Highlands","NC",1991,11,4.38300037384033,185.699996948242
"Manteo","NC",1991,11,13.0410003662109,27.363000869751
"Topeka","KS",1991,11,3.07200002670288,79.6790008544922
"Ann Arbor","MI",1991,11,2.51200008392334,85.7020034790039
"New York","NY",1991,11,8.1540002822876,74.4759979248047
"San Diego","CA",1991,11,17.443000793457,0.867999970912933
"Flagstaff","AZ",1991,11,1.51400005817413,73.8880004882812
"Ajo","AZ",1991,11,17.3940010070801,9.38599967956543
"Portland","OR",1991,11,8.80100059509277,178.901000976562
"Raleigh","NC",1991,12,8.05000019073486,80.302001953125
"Highlands","NC",1991,12,3.69800019264221,253.195007324219
"Manteo","NC",1991,12,10.19700050354,107.651000976562
"Topeka","KS",1991,12,2.71200013160706,57.1220016479492
"Ann Arbor","MI",1991,12,-0.513000011444092,60.6629981994629
"New York","NY",1991,12,3.96800017356873,93.0029983520508
"San Diego","CA",1991,12,14.0430002212524,47.8269996643066
"Flagstaff","AZ",1991,12,-1.68100011348724,68.6060028076172
"Ajo","AZ",1991,12,13.2660007476807,40.6459999084473
"Portland","OR",1991,12,5.82000017166138,131.244003295898
"Raleigh","NC",2001,1,4.57200002670288,36.7249984741211
"Highlands","NC",2001,1,-0.0180000010877848,137.531997680664
"Manteo","NC",2001,1,5.72800016403198,41.6510009765625
"Topeka","KS",2001,1,-1.682000041008,33.1209983825684
"Ann Arbor","MI",2001,1,-3.76100015640259,33.3740005493164
"New York","NY",2001,1,-0.398000031709671,65.5540008544922
"San Diego","CA",2001,1,12.0460004806519,86.2490005493164
"Flagstaff","AZ",2001,1,-3.29700016975403,40.5779991149902
"Ajo","AZ",2001,1,10.8800001144409,36.173999786377
"Portland","OR",2001,1,5.62900018692017,50.9570007324219
"Raleigh","NC",2001,2,8.35599994659424,56.2459983825684
"Highlands","NC",2001,2,5.30500030517578,123.747001647949
"Manteo","NC",2001,2,8.65100002288818,67.3619995117188
"Topeka","KS",2001,2,-0.999000072479248,92.7720031738281
"Ann Arbor","MI",2001,2,-1.85600006580353,87.7610015869141
"New York","NY",2001,2,1.93300008773804,48.681999206543
"San Diego","CA",2001,2,12.0410003662109,74.4710006713867
"Flagstaff","AZ",2001,2,-2.2810001373291,46.048999786377
"Ajo","AZ",2001,2,12.9300003051758,11.8140001296997
"Portland","OR",2001,2,6.04600048065186,43.6450004577637
"Raleigh","NC",2001,3,8.86900043487549,151.54899597168
"Highlands","NC",2001,3,4.42700004577637,187.391006469727
"Manteo","NC",2001,3,9.04100036621094,86.4179992675781
"Topeka","KS",2001,3,4.21000003814697,70.177001953125
"Ann Arbor","MI",2001,3,0.675000011920929,30.4179992675781
"New York","NY",2001,3,3.89300012588501,158.468002319336
"San Diego","CA",2001,3,14.07200050354,29.1569995880127
"Flagstaff","AZ",2001,3,2.64800024032593,31.1480007171631
"Ajo","AZ",2001,3,17.4640007019043,23.3360004425049
"Portland","OR",2001,3,8.96100044250488,90.568000793457
"Raleigh","NC",2001,4,16.1710014343262,66.1640014648438
"Highlands","NC",2001,4,11.9040002822876,38.8030014038086
"Manteo","NC",2001,4,15.1110010147095,58.7309989929199
"Topeka","KS",2001,4,15.4750003814697,92.1740036010742
"Ann Arbor","MI",2001,4,9.59700012207031,73.5859985351562
"New York","NY",2001,4,11.4990005493164,42.6030006408691
"San Diego","CA",2001,4,14.03600025177,25.5009994506836
"Flagstaff","AZ",2001,4,5.41700029373169,36.4539985656738
"Ajo","AZ",2001,4,20.6750011444092,9.91800022125244
"Portland","OR",2001,4,9.84000015258789,69.6399993896484
"Raleigh","NC",2001,5,19.867000579834,76.2030029296875
"Highlands","NC",2001,5,14.952000617981,150.147994995117
"Manteo","NC",2001,5,19.4380016326904,44.5559997558594
"Topeka","KS",2001,5,20.0160007476807,102.294998168945
"Ann Arbor","MI",2001,5,15.8070011138916,119.49299621582
"New York","NY",2001,5,17.4400005340576,60.6889991760254
"San Diego","CA",2001,5,17.5500011444092,0.785000026226044
"Flagstaff","AZ",2001,5,11.8930006027222,15.6789999008179
"Ajo","AZ",2001,5,28.003002166748,0.717999994754791
"Portland","OR",2001,5,14.782000541687,41.7859992980957
"Raleigh","NC",2001,6,24.4090003967285,205.639999389648
"Highlands","NC",2001,6,17.9200000762939,159.561004638672
"Manteo","NC",2001,6,24.4490013122559,162.658004760742
"Topeka","KS",2001,6,22.689001083374,187.921005249023
"Ann Arbor","MI",2001,6,19.6380004882812,101.585998535156
"New York","NY",2001,6,22.621000289917,150.410003662109
"San Diego","CA",2001,6,19.439001083374,0
"Flagstaff","AZ",2001,6,16.363000869751,7.2020001411438
"Ajo","AZ",2001,6,32.1260032653809,0
"Portland","OR",2001,6,16.0069999694824,39.7050018310547
"Raleigh","NC",2001,7,24.5310020446777,172.541000366211
"Highlands","NC",2001,7,19.6440010070801,179.703002929688
"Manteo","NC",2001,7,25.6640014648438,68.0260009765625
"Topeka","KS",2001,7,28.1000003814697,90.4769973754883
"Ann Arbor","MI",2001,7,22.1190013885498,34.5820007324219
"New York","NY",2001,7,23.0240001678467,53.3390007019043
"San Diego","CA",2001,7,20.3920001983643,0
"Flagstaff","AZ",2001,7,17.4000015258789,35.2490005493164
"Ajo","AZ",2001,7,32.8030014038086,20.7360000610352
"Portland","OR",2001,7,18.9420013427734,12.4650001525879
"Raleigh","NC",2001,8,25.3950004577637,112.028999328613
"Highlands","NC",2001,8,20.3850002288818,107.305000305176
"Manteo","NC",2001,8,25.935001373291,104.737998962402
"Topeka","KS",2001,8,26.1610012054443,126.38200378418
"Ann Arbor","MI",2001,8,22.2190017700195,75.3600006103516
"New York","NY",2001,8,25.5060005187988,95.2770004272461
"San Diego","CA",2001,8,21.6650009155273,0
"Flagstaff","AZ",2001,8,16.7730007171631,97.0940017700195
"Ajo","AZ",2001,8,32.411003112793,40.1049995422363
"Portland","OR",2001,8,20.4740009307861,23.0139999389648
"Raleigh","NC",2001,9,20.5490016937256,49.6339988708496
"Highlands","NC",2001,9,15.3790006637573,176.160003662109
"Manteo","NC",2001,9,22.0810012817383,33.8489990234375
"Topeka","KS",2001,9,19.2700004577637,163.300994873047
"Ann Arbor","MI",2001,9,15.903000831604,104.932998657227
"New York","NY",2001,9,19.7450008392334,110.151000976562
"San Diego","CA",2001,9,20.4870014190674,0
"Flagstaff","AZ",2001,9,13.9710006713867,8.38700008392334
"Ajo","AZ",2001,9,31.2090015411377,0
"Portland","OR",2001,9,18.306001663208,17.5359992980957
"Raleigh","NC",2001,10,15.0260009765625,47.9959983825684
"Highlands","NC",2001,10,9.90200042724609,114.59700012207
"Manteo","NC",2001,10,17.3170013427734,24.2530002593994
"Topeka","KS",2001,10,13.4980010986328,58.4869995117188
"Ann Arbor","MI",2001,10,10.5580005645752,192.130996704102
"New York","NY",2001,10,14.1800003051758,21.7019996643066
"San Diego","CA",2001,10,19.1460018157959,0
"Flagstaff","AZ",2001,10,9.14200019836426,31.423999786377
"Ajo","AZ",2001,10,25.4990005493164,2.1710000038147
"Portland","OR",2001,10,12.4170007705688,104.875999450684
"Raleigh","NC",2001,11,13.0160007476807,25.5629997253418
"Highlands","NC",2001,11,8.78000068664551,109.169998168945
"Manteo","NC",2001,11,14.7610006332397,36.4500007629395
"Topeka","KS",2001,11,10.7140007019043,15.8669996261597
"Ann Arbor","MI",2001,11,8.02099990844727,54.0470008850098
"New York","NY",2001,11,10.3600006103516,24.5580005645752
"San Diego","CA",2001,11,15.9380006790161,21.8040008544922
"Flagstaff","AZ",2001,11,2.57800006866455,12.1829996109009
"Ajo","AZ",2001,11,19.4690017700195,0.86599999666214
"Portland","OR",2001,11,9.22500038146973,193.061996459961
"Raleigh","NC",2001,12,9.42900085449219,49.4990005493164
"Highlands","NC",2001,12,4.21900033950806,117.516998291016
"Manteo","NC",2001,12,11.7310009002686,55.326000213623
"Topeka","KS",2001,12,3.37200021743774,5.92399978637695
"Ann Arbor","MI",2001,12,1.57500004768372,52.5480003356934
"New York","NY",2001,12,6.31400012969971,52.2919998168945
"San Diego","CA",2001,12,12.3550004959106,20.4699993133545
"Flagstaff","AZ",2001,12,-3.80400013923645,30.1690006256104
"Ajo","AZ",2001,12,11.0450000762939,9.77000045776367
"Portland","OR",2001,12,5.96500015258789,208.063995361328
"Raleigh","NC",2011,1,2.98200011253357,37.023998260498
"Highlands","NC",2011,1,-1.09800004959106,83.2360000610352
"Manteo","NC",2011,1,4.34200000762939,94.4820022583008
"Topeka","KS",2011,1,-4.44800043106079,30.0139999389648
"Ann Arbor","MI",2011,1,-5.91100025177002,40.8549995422363
"New York","NY",2011,1,-1.74800002574921,104.412002563477
"San Diego","CA",2011,1,14.1400003433228,14.1370000839233
"Flagstaff","AZ",2011,1,-2.8600001335144,0
"Ajo","AZ",2011,1,12.8000001907349,0
"Portland","OR",2011,1,5.49500036239624,126.648002624512
"Raleigh","NC",2011,2,7.45600032806396,32.7350006103516
"Highlands","NC",2011,2,3.94600009918213,84.7649993896484
"Manteo","NC",2011,2,8.02000045776367,66.7639999389648
"Topeka","KS",2011,2,-1.11500000953674,51.5620002746582
"Ann Arbor","MI",2011,2,-4.37700033187866,88.4369964599609
"New York","NY",2011,2,1.21300005912781,92.765998840332
"San Diego","CA",2011,2,12.2270002365112,78.1399993896484
"Flagstaff","AZ",2011,2,-2.71200013160706,70.8219985961914
"Ajo","AZ",2011,2,12.2760009765625,22.2000007629395
"Portland","OR",2011,2,4.80300045013428,101.944000244141
"Raleigh","NC",2011,3,10.488000869751,99.5979995727539
"Highlands","NC",2011,3,6.79300022125244,414.748992919922
"Manteo","NC",2011,3,10.7150001525879,96.5899963378906
"Topeka","KS",2011,3,6.94000053405762,44.5849990844727
"Ann Arbor","MI",2011,3,0.869000017642975,90.2229995727539
"New York","NY",2011,3,5.59600019454956,183.283996582031
"San Diego","CA",2011,3,13.8680009841919,55.9099998474121
"Flagstaff","AZ",2011,3,3.10900020599365,23.4759998321533
"Ajo","AZ",2011,3,18.4630012512207,9.27099990844727
"Portland","OR",2011,3,7.68800020217896,232.106002807617
"Raleigh","NC",2011,4,16.8439998626709,91.8190002441406
"Highlands","NC",2011,4,11.8190002441406,232.315002441406
"Manteo","NC",2011,4,17.6990013122559,64.1989974975586
"Topeka","KS",2011,4,13.5730009078979,96.5240020751953
"Ann Arbor","MI",2011,4,7.84600019454956,147.494003295898
"New York","NY",2011,4,11.8930006027222,177.533004760742
"San Diego","CA",2011,4,15.7360010147095,8.79699993133545
"Flagstaff","AZ",2011,4,6.13200044631958,27.1609992980957
"Ajo","AZ",2011,4,22.07200050354,7.7020001411438
"Portland","OR",2011,4,8.8120002746582,140.292007446289
"Raleigh","NC",2011,5,20.6020011901855,79.8320007324219
"Highlands","NC",2011,5,14.399001121521,53.1780014038086
"Manteo","NC",2011,5,20.9550018310547,27.4060001373291
"Topeka","KS",2011,5,17.9340000152588,166.845001220703
"Ann Arbor","MI",2011,5,15.113000869751,182.14599609375
"New York","NY",2011,5,17.8070011138916,138.259002685547
"San Diego","CA",2011,5,16.2140007019043,19.2740001678467
"Flagstaff","AZ",2011,5,7.85100030899048,29.507999420166
"Ajo","AZ",2011,5,23.9070014953613,0
"Portland","OR",2011,5,12.0040006637573,81.3140029907227
"Raleigh","NC",2011,6,26.0650005340576,50.4580001831055
"Highlands","NC",2011,6,19.6330013275146,103.332000732422
"Manteo","NC",2011,6,25.871000289917,29.738000869751
"Topeka","KS",2011,6,25.4300003051758,80.8690032958984
"Ann Arbor","MI",2011,6,20.4930000305176,29.8680000305176
"New York","NY",2011,6,22.8380012512207,91.7910003662109
"San Diego","CA",2011,6,17.3170013427734,1.33200001716614
"Flagstaff","AZ",2011,6,14.6900005340576,0
"Ajo","AZ",2011,6,30.5180015563965,0
"Portland","OR",2011,6,16.2020015716553,32.5820007324219
"Raleigh","NC",2011,7,28.1180019378662,64.1910018920898
"Highlands","NC",2011,7,20.6340007781982,160.878005981445
"Manteo","NC",2011,7,27.6790008544922,125.891998291016
"Topeka","KS",2011,7,29.6980018615723,52.0019989013672
"Ann Arbor","MI",2011,7,25.0250015258789,126.386001586914
"New York","NY",2011,7,26.7780017852783,51.1860008239746
"San Diego","CA",2011,7,20.3850002288818,0
"Flagstaff","AZ",2011,7,18.3889999389648,64.1839981079102
"Ajo","AZ",2011,7,32.5910034179688,27.5189990997314
"Portland","OR",2011,7,18.6420001983643,32.6259994506836
"Raleigh","NC",2011,8,26.2250003814697,223.608993530273
"Highlands","NC",2011,8,20.101001739502,65.7740020751953
"Manteo","NC",2011,8,27.1820011138916,189.251007080078
"Topeka","KS",2011,8,27.1710014343262,112.079002380371
"Ann Arbor","MI",2011,8,21.5400009155273,93.6780014038086
"New York","NY",2011,8,24.2640018463135,443.032989501953
"San Diego","CA",2011,8,20.3660011291504,0
"Flagstaff","AZ",2011,8,18.7620010375977,71.9380035400391
"Ajo","AZ",2011,8,34.1820030212402,40.9860000610352
"Portland","OR",2011,8,20.3110008239746,1.66100001335144
"Raleigh","NC",2011,9,22.8290004730225,134.470993041992
"Highlands","NC",2011,9,16.4530010223389,237.348007202148
"Manteo","NC",2011,9,24.0090007781982,255.313003540039
"Topeka","KS",2011,9,19.0950012207031,47.0900001525879
"Ann Arbor","MI",2011,9,16.9150009155273,130.914993286133
"New York","NY",2011,9,21.4600009918213,219.660003662109
"San Diego","CA",2011,9,19.8910007476807,3.49200010299683
"Flagstaff","AZ",2011,9,14.3440008163452,79.9530029296875
"Ajo","AZ",2011,9,31.0020008087158,18.3610000610352
"Portland","OR",2011,9,19.6780014038086,20.7689990997314
"Raleigh","NC",2011,10,14.9210004806519,67.0210037231445
"Highlands","NC",2011,10,10.2390003204346,63.8019981384277
"Manteo","NC",2011,10,18.076000213623,62.6119995117188
"Topeka","KS",2011,10,14.9600009918213,12.1199998855591
"Ann Arbor","MI",2011,10,11.0340003967285,66.302001953125
"New York","NY",2011,10,14.3430004119873,139.63200378418
"San Diego","CA",2011,10,18.3320007324219,13.1409997940063
"Flagstaff","AZ",2011,10,8.06500053405762,47.2589988708496
"Ajo","AZ",2011,10,24.9860019683838,12.1879997253418
"Portland","OR",2011,10,13.0930004119873,68.7959976196289
"Raleigh","NC",2011,11,11.7240009307861,95.7180023193359
"Highlands","NC",2011,11,6.51100015640259,265.799011230469
"Manteo","NC",2011,11,14.3550004959106,66.2300033569336
"Topeka","KS",2011,11,7.59700059890747,120.66300201416
"Ann Arbor","MI",2011,11,6.42600011825562,142.419998168945
"New York","NY",2011,11,10.3110008239746,87.0950012207031
"San Diego","CA",2011,11,14.8940010070801,87.0770034790039
"Flagstaff","AZ",2011,11,2.0460000038147,40.8530006408691
